MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	4797630	4797962	-	0.097420439	3.26	NA	0.132140204	0.22	0.904976083	NA	syme	NA	NA	NA	symE
NC_017720.1	CDS	42148	42885	-	0.044585382	3.26	NA	0.068035889	0.47	0.75160954	NA	sl1344_p1_0045	NA	NA	NA	SL1344_P1_0045
NC_016810.1	CDS	3368438	3369070	-	6.85513e-4	3.26	NA	0.002001726	0.26	0.779590037	0.913731261	sl1344_3159	NA	NA	NA	SL1344_3159
NC_016810.1	CDS	57796	58746	+	7.09598e-4	3.25	NA	0.002061279	-0.05	0.956552702	0.983892322	lytb	0.325347372	0.161407277	0.760574713	lytB
NC_016810.1	CDS	750401	750733	+	7.96649e-4	3.25	NA	0.002271823	-1.75	0.055000342	0.257610191	sl1344_0670	NA	NA	NA	SL1344_0670
NC_016810.1	sRNA	101262	101488	-	0.006126868	3.25	NA	0.012669499	0.27	0.810014505	0.927664123	ruf_107c.1	NA	NA	NA	RUF_107c.1
NC_016810.1	CDS	2427215	2427517	-	0.00150556	3.25	NA	0.003886706	0.06	0.954711179	0.983348194	nuok	NA	NA	NA	nuoK
NC_016810.1	CDS	226770	227660	+	0.009994193	3.25	NA	0.019266429	0.1	0.929534386	0.975671226	fhud	NA	NA	NA	fhuD
NC_016810.1	CDS	1249799	1250341	+	3.87372e-4	3.25	NA	0.00123205	0.56	0.531947668	0.781301756	sl1344_1147	0.095930361	0.710790247	0.980552058	SL1344_1147
NC_016810.1	CDS	3140305	3141669	+	2.91172e-4	3.25	NA	9.6629e-4	-0.04	0.966327131	0.987140475	sl1344_2949	0.017769169	0.929711022	0.990289457	SL1344_2949
NC_016810.1	CDS	562638	563417	+	0.002772588	3.25	NA	0.006489037	-0.69	0.497117952	0.756055391	sl1344_0496	NA	NA	NA	SL1344_0496
NC_016810.1	CDS	4734974	4735462	-	0.030094054	3.25	NA	0.04850757	-2.48	0.039960342	0.213607343	sl1344_4402	NA	NA	NA	SL1344_4402
NC_016810.1	CDS	2405788	2406687	+	5.21743e-4	3.25	NA	0.001583488	1.51	0.104867105	0.370688077	sl1344_2269	-0.076444038	0.73026847	0.980552058	SL1344_2269
NC_016810.1	CDS	3383264	3384697	-	0.00150118	3.25	NA	0.003877618	2.39	0.019402011	0.140874806	rfae	0.275473546	0.253289978	0.865346655	rfaE
NC_016810.1	CDS	2508217	2509410	-	8.47143e-4	3.25	NA	0.00239087	-0.24	0.79318866	0.920494013	pgtc	NA	NA	NA	pgtC
NC_016810.1	sRNA	3489916	3489970	-	0.003577516	3.25	NA	0.008025167	-2.89	0.002515467	0.044306377	gral	NA	NA	NA	GraL
NC_016810.1	CDS	1703907	1704110	+	0.010191113	3.24	NA	0.019570756	-3.1	0.004132723	0.057501239	sl1344_1584	NA	NA	NA	SL1344_1584
NC_016810.1	CDS	949988	950941	+	0.003952824	3.24	NA	0.00875601	1.73	0.116988866	0.391471673	poth	NA	NA	NA	potH
NC_016810.1	CDS	917362	919233	+	0.001489411	3.24	NA	0.003851631	0.66	0.50997533	0.762983717	sl1344_0824	-0.119533034	0.61868965	0.97404575	SL1344_0824
NC_016810.1	CDS	1562009	1562551	-	0.001111226	3.24	NA	0.00299649	0.66	0.48996662	0.749810593	sl1344_1458	NA	NA	NA	SL1344_1458
NC_016810.1	CDS	2556338	2556913	-	0.001301685	3.24	NA	0.003432095	0.16	0.866968009	0.948980397	sl1344_2410	NA	NA	NA	SL1344_2410
NC_016810.1	CDS	3729950	3731056	-	3.95747e-4	3.24	NA	0.001256031	0.28	0.753272461	0.903551924	asd	-0.399573013	0.083501699	0.630120645	asd
NC_016810.1	sRNA	4498083	4498195	+	0.004916063	3.24	NA	0.010558628	-0.1	0.927028566	0.975166307	stnc620	-0.248737753	0.285444809	0.867311043	STnc620
NC_016810.1	CDS	1299380	1300177	+	0.001299373	3.24	NA	0.003427002	2.69	0.007009459	0.077900844	sl1344_1194	NA	NA	NA	SL1344_1194
NC_016810.1	CDS	741103	742323	-	4.71357e-4	3.24	NA	0.00145654	1.92	0.035719265	0.200801801	nagc	-0.029420506	0.911303934	0.990289457	nagC
NC_016810.1	CDS	4724553	4725488	-	0.009234165	3.23	NA	0.018020807	-0.83	0.44818806	0.71801573	pyrb	NA	NA	NA	pyrB
NC_016810.1	CDS	3329490	3331193	-	2.05122e-4	3.23	NA	7.20764e-4	-0.81	0.345057319	0.640021082	hybc	0.074747337	0.74085047	0.980552058	hybC
NC_016810.1	CDS	1538160	1538501	-	5.36096e-5	3.23	NA	2.34623e-4	-1.95	0.013289851	0.113604222	sl1344_1433	0.101003779	0.697958786	0.980552058	SL1344_1433
NC_016810.1	CDS	1878124	1878468	+	4.43599e-4	3.23	NA	0.001386438	-0.23	0.793637675	0.920494013	sl1344_1751	0.29202357	0.160008809	0.759356219	SL1344_1751
NC_016810.1	CDS	1189629	1191116	+	2.23828e-4	3.23	NA	7.76214e-4	1.93	0.027494786	0.172700025	sl1344_1085	0.021879278	0.929099514	0.990289457	SL1344_1085
NC_016810.1	sRNA	4318834	4318914	-	0.009213215	3.23	NA	0.0179916	1.67	0.157417738	0.449593591	styr-195	NA	NA	NA	StyR-195
NC_016810.1	sRNA	4233988	4234067	+	0.023068828	3.23	NA	0.038886344	1.4	0.295166843	NA	ruf_107c.63	NA	NA	NA	RUF_107c.63
NC_016810.1	CDS	1674526	1675644	-	0.002330309	3.23	NA	0.0056126530000000004	-0.4	0.702506363	0.879893785	adhc	NA	NA	NA	adhC
NC_016810.1	CDS	398046	400334	+	0.00566673	3.23	NA	0.011885669	0.21	0.850561134	0.944567385	sl1344_0348	NA	NA	NA	SL1344_0348
NC_016810.1	CDS	2765419	2766084	-	0.014347848	3.22	NA	0.026065979	-0.29	0.804924723	0.925834984	sl1344_2589	NA	NA	NA	SL1344_2589
NC_016810.1	CDS	4033634	4034677	-	8.5431e-4	3.22	NA	0.002407333	2.9	0.002742332	0.046158335	ccmh1	NA	NA	NA	ccmH1
NC_016810.1	CDS	571467	572483	+	0.002301733	3.22	NA	0.005551239	-1.42	0.129962246	0.410931383	sfbb	NA	NA	NA	sfbB
NC_016810.1	CDS	3833659	3834561	-	0.00818535	3.22	NA	0.016223215	-2.12	0.055008758	0.257610191	dppc	NA	NA	NA	dppC
NC_016810.1	CDS	409652	410662	+	0.012883583	3.22	NA	0.023735687	-1.34	0.294354964	0.597361063	sl1344_0356	NA	NA	NA	SL1344_0356
NC_016810.1	CDS	1391363	1392127	-	0.018006541	3.22	NA	0.03159288	1.72	0.183338789	NA	sl1344_1288	NA	NA	NA	SL1344_1288
NC_016810.1	CDS	998133	998747	+	1.66235e-4	3.22	NA	6.10024e-4	-0.24	0.778312008	0.913288016	lola	-0.046688698	0.822254291	0.982999828	lolA
NC_016810.1	CDS	961261	961776	-	4.98266e-4	3.22	NA	0.001522995	0.47	0.609688615	0.825398233	sl1344_0868	0.142289378	0.475619531	0.951670844	SL1344_0868
NC_016810.1	CDS	2358478	2360121	-	0.001414518	3.22	NA	0.003682238	0.06	0.948699074	0.98188462	yoji	NA	NA	NA	yojI
NC_016810.1	CDS	2883631	2884488	-	0.017155084	3.22	NA	0.030329058	0.92	0.460046543	NA	sl1344_2702	NA	NA	NA	SL1344_2702
NC_016810.1	CDS	4832852	4833289	+	0.008644174	3.22	NA	0.017001842	2.2	0.063684185	0.280976792	hold	-0.162754636	0.496994226	0.951670844	holD
NC_016810.1	CDS	4154655	4155203	+	7.41131e-4	3.22	NA	0.002137834	1.59	0.089065655	0.340997111	rffc	NA	NA	NA	rffC
NC_016810.1	sRNA	1866668	1866855	+	0.046882546	3.21	NA	0.071204001	-0.59	0.675732079	NA	stnc3620	NA	NA	NA	STnc3620
NC_016810.1	CDS	1406409	1406819	+	3.2902e-4	3.21	NA	0.001072557	0.48	0.583256181	0.811769383	sl1344_1300	NA	NA	NA	SL1344_1300
NC_016810.1	sRNA	4530497	4530675	+	0.030068633	3.21	NA	0.048481726	0.02	0.989135119	NA	ruf_107c.86	NA	NA	NA	RUF_107c.86
NC_016810.1	CDS	1373530	1375917	+	8.65746e-4	3.21	NA	0.002431962	0.53	0.578478205	0.810679318	phet	-0.066813103	0.690708081	0.980552058	pheT
NC_016810.1	CDS	4302044	4303636	-	0.003205821	3.21	NA	0.007326844	0.15	0.893264948	0.961902099	ydev	NA	NA	NA	ydeV
NC_016810.1	CDS	1969850	1970239	-	1.49749e-4	3.21	NA	5.60706e-4	0.36	0.671715988	0.862254585	chey	-0.170646998	0.391026238	0.929724271	cheY
NC_016810.1	CDS	778868	779800	+	0.003133638	3.21	NA	0.007186732	1.29	0.228369136	0.532335242	sl1344_0694	NA	NA	NA	SL1344_0694
NC_016810.1	CDS	584866	586164	+	0.039568854	3.2	NA	0.061360499	-0.19	0.888941802	NA	sl1344_0517	NA	NA	NA	SL1344_0517
NC_016810.1	CDS	4472172	4473281	+	0.108821859	3.2	NA	0.145117264	0.63	0.741346814	NA	malk	NA	NA	NA	malK
NC_016810.1	CDS	3085743	3086336	+	0.031543643	3.2	NA	0.050528088	0.74	0.591765745	NA	sl1344_2900	NA	NA	NA	SL1344_2900
NC_016810.1	CDS	3483112	3484449	-	6.90594e-4	3.2	NA	0.002012661	0.36	0.698275343	0.878127318	sl1344_3265	0.01838517	0.93968596	0.990289457	SL1344_3265
NC_016810.1	CDS	2433701	2434201	-	0.001330414	3.2	NA	0.003497621	-2.51	0.010880079	0.099826322	nuoe	-0.16676833	0.466231184	0.951670844	nuoE
NC_016810.1	CDS	2236361	2237221	+	0.011812692	3.2	NA	0.022133462	1.64	0.177986235	0.47725152	sl1344_2121	NA	NA	NA	SL1344_2121
NC_016810.1	CDS	1799981	1802659	+	4.48166e-4	3.2	NA	0.001397807	-1.03	0.256346405	0.562373762	adh	0.303348243	0.158293037	0.759356219	adh
NC_016810.1	CDS	2352011	2352460	-	0.006024579	3.2	NA	0.012498091	-0.56	0.584674145	0.812652941	napb	-0.078565321	0.695573488	0.980552058	napB
NC_016810.1	CDS	3081374	3082012	-	0.011997292	3.2	NA	0.022414162	1.38	0.24825717	NA	sl1344_2895	NA	NA	NA	SL1344_2895
NC_016810.1	CDS	1582858	1583247	-	0.004623438	3.19	NA	0.010017634	-0.44	0.68007797	0.867096198	sl1344_1478	NA	NA	NA	SL1344_1478
NC_016810.1	CDS	548485	549789	+	0.001556508	3.19	NA	0.003994225	0.25	0.795039831	0.920553229	gsk	NA	NA	NA	gsk
NC_016810.1	CDS	41723	42913	+	0.006032586	3.19	NA	0.012510014	-1.12	0.282797745	0.587724457	sl1344_0037	NA	NA	NA	SL1344_0037
NC_016810.1	sRNA	4672041	4672160	-	0.092714297	3.19	NA	0.126728741	-0.28	0.87464874	NA	ecs021	NA	NA	NA	ECS021
NC_016810.1	CDS	494071	494586	-	0.003546411	3.19	NA	0.007970906	-1.07	0.324575842	0.623104334	cyoc	0.251671676	0.245889626	0.861158581	cyoC
NC_016810.1	CDS	4541124	4543346	+	0.002257326	3.19	NA	0.005461663	0.04	0.964295876	0.986646334	nrfe	-0.298825535	0.237645359	0.861158581	nrfE
NC_016810.1	CDS	1756776	1756994	+	0.001762097	3.19	NA	0.004436406	-1.8	0.074644657	0.30760712	osmb	-0.042435451	0.873438318	0.988871448	osmB
NC_016810.1	sRNA	1958513	1958819	-	0.003357139	3.19	NA	0.007621795	-0.31	0.773371155	0.91140294	ryef	NA	NA	NA	RyeF
NC_016810.1	CDS	195012	195872	-	0.002751924	3.19	NA	0.006450717	1.12	0.266573555	0.572162011	spee	NA	NA	NA	speE
NC_016810.1	CDS	2042364	2043959	-	0.002514109	3.19	NA	0.005975565	0.52	0.594206587	0.816983283	sl1344_1930	NA	NA	NA	SL1344_1930
NC_016810.1	CDS	4847047	4849455	-	9.88316e-4	3.19	NA	0.002717039	0.06	0.951554136	0.982696598	stjb	NA	NA	NA	stjB
NC_016810.1	CDS	4864327	4864800	+	0.001395807	3.19	NA	0.003646156	-0.46	0.637401712	0.844278804	crea	NA	NA	NA	creA
NC_016810.1	CDS	778218	778874	+	0.00140817	3.19	NA	0.003670978	0.34	0.722261335	0.887048631	sl1344_0693	NA	NA	NA	SL1344_0693
NC_016810.1	CDS	744669	746621	+	6.59893e-4	3.19	NA	0.001940734	0.23	0.805196402	0.925853088	nage	-0.011505979	0.963653923	0.991822998	nagE
NC_016810.1	CDS	1263820	1264866	-	0.003146249	3.19	NA	0.007213819	-2.21	0.039788391	0.213046605	potd	0.37407402	0.162059322	0.760574713	potD
NC_016810.1	CDS	3065858	3066508	-	1.79766e-4	3.19	NA	6.48595e-4	-0.36	0.673453301	0.863385967	invf	-0.015805186	0.926851379	0.990289457	invF
NC_016810.1	CDS	2686036	2687049	+	0.002093449	3.19	NA	0.005134015	-0.33	0.733663163	0.893261869	asrc	NA	NA	NA	asrC
NC_016810.1	sRNA	1290168	1290467	+	2.35758e-4	3.19	NA	8.11654e-4	-2.13	0.013303785	0.113604222	slnc0014	-1.146027848	3.78797e-13	8.59937e-11	SLnc0014
NC_017718.1	CDS	78539	80221	-	0.001499972	3.19	NA	0.003875608	-0.38	0.689533471	0.872370027	piln	NA	NA	NA	pilN
NC_016810.1	CDS	4140489	4140770	-	0.006593814	3.18	NA	0.013483609	-1.49	0.154975221	0.447161179	ppic	-0.186605825	0.332974452	0.898756175	ppiC
NC_017718.1	CDS	2395	2664	+	0.001033308	3.18	NA	0.002820104	-0.04	0.969345262	0.988846794	yaca	NA	NA	NA	yacA
NC_016810.1	CDS	1432112	1432840	-	0.001925946	3.18	NA	0.004784367	0.17	0.864905744	0.948520781	sl1344_1324	NA	NA	NA	SL1344_1324
NC_016810.1	CDS	589468	590517	-	0.026847244	3.18	NA	0.044046147	-0.69	0.575639004	NA	alld	NA	NA	NA	allD
NC_016810.1	CDS	1891150	1892895	-	7.82764e-4	3.18	NA	0.002239306	-0.43	0.627676411	0.836653838	ftsi2	NA	NA	NA	ftsI2
NC_016810.1	CDS	2261453	2263183	+	0.00122378	3.18	NA	0.003258117	0.61	0.528467361	0.778393192	dld	NA	NA	NA	dld
NC_016810.1	sRNA	4019328	4019458	-	0.019233166	3.18	NA	0.03334932	0.88	0.482257896	NA	istr-2	NA	NA	NA	IstR-2
NC_016810.1	CDS	1947641	1948252	-	2.60384e-4	3.18	NA	8.83622e-4	-0.02	0.977301749	0.992045253	ruva	NA	NA	NA	ruvA
NC_016810.1	CDS	899373	900953	-	9.07455e-4	3.18	NA	0.002536487	0.65	0.476466095	0.740282761	ybip	-0.241629868	0.38754445	0.929724271	ybiP
NC_016810.1	CDS	4223634	4224218	-	5.91194e-4	3.18	NA	0.001769854	0.55	0.543028521	0.785689758	moba	0.450496476	0.084231179	0.630120645	mobA
NC_016810.1	CDS	3245497	3246156	-	0.002452699	3.18	NA	0.005862042	-2.16	0.035437602	0.199717682	rpia	-0.207848366	0.336110557	0.899157284	rpiA
NC_016810.1	CDS	563503	564357	-	0.001705798	3.18	NA	0.004307475	0.95	0.341702246	0.636212103	ybbn	0.170369815	0.373672437	0.929724271	ybbN
NC_016810.1	CDS	2580246	2581196	+	0.003849221	3.17	NA	0.008554208	-0.89	0.413869174	0.691885714	tal	NA	NA	NA	tal
NC_016810.1	CDS	3414205	3415449	+	1.96924e-4	3.17	NA	6.98761e-4	-0.31	0.710143932	0.884640075	sl1344_3198	-0.048826426	0.809176303	0.980552058	SL1344_3198
NC_017718.1	CDS	81773	82363	-	0.021902515	3.17	NA	0.037282635	-0.77	0.53681313	0.783644971	pilk	NA	NA	NA	pilK
NC_016810.1	CDS	736708	737283	-	0.010900492	3.17	NA	0.020669	-1.95	0.061971916	0.276313645	sl1344_0661	NA	NA	NA	SL1344_0661
NC_016810.1	CDS	476902	477144	-	2.78825e-4	3.17	NA	9.31828e-4	0.14	0.87283206	0.951390686	xseb	-0.011472487	0.963219919	0.991822998	xseB
NC_016810.1	CDS	4107616	4109016	-	9.77539e-4	3.17	NA	0.002693158	1	0.289758161	0.593720365	sl1344_3845	NA	NA	NA	SL1344_3845
NC_016810.1	CDS	4726390	4727793	-	6.71049e-4	3.17	NA	0.001969051	0.24	0.785806655	0.91678687	sl1344_4394	NA	NA	NA	SL1344_4394
NC_016810.1	CDS	1696882	1697871	+	0.004480128	3.17	NA	0.009750525	-0.24	0.82860388	0.935982837	ldha	NA	NA	NA	ldhA
NC_016810.1	CDS	1044264	1044911	+	9.5182e-4	3.17	NA	0.002631143	0.06	0.94959818	0.9819113	sl1344_0934	-0.063482607	0.801661431	0.980552058	SL1344_0934
NC_016810.1	CDS	1345410	1345895	+	0.00413033	3.17	NA	0.00909338	-4.09	1.91327e-4	0.009219239	sl1344_1243	NA	NA	NA	SL1344_1243
NC_016810.1	CDS	4274934	4275248	-	0.027949198	3.17	NA	0.045579781	1.15	0.393323412	NA	sl1344_3992	NA	NA	NA	SL1344_3992
NC_016810.1	CDS	3325133	3325999	+	0.001979952	3.17	NA	0.004900914	0.4	0.685870675	0.870533128	sl1344_3114	NA	NA	NA	SL1344_3114
NC_016810.1	CDS	2099738	2100415	-	5.01048e-4	3.16	NA	0.001529944	1.04	0.244305667	0.549794045	cbiq	NA	NA	NA	cbiQ
NC_017720.1	CDS	48818	50023	-	3.48732e-4	3.16	NA	0.001128656	0.16	0.847271654	0.944322517	para	0.66393724	0.008595925	0.188337843	parA
NC_016810.1	CDS	3177866	3178273	-	0.074752741	3.16	NA	0.105552556	1.17	0.491682159	NA	sl1344_2976	NA	NA	NA	SL1344_2976
NC_016810.1	CDS	677511	678749	+	0.006808309	3.16	NA	0.013846887	1.51	0.19522012	0.497715393	ybdr	NA	NA	NA	ybdR
NC_016810.1	CDS	2193982	2195199	-	0.108525784	3.16	NA	0.144829497	0.04	0.98202105	NA	wcac	NA	NA	NA	wcaC
NC_016810.1	CDS	175320	176084	+	8.34944e-4	3.16	NA	0.002360877	1.41	0.132649088	0.415243966	pdhr	-0.047873394	0.811725161	0.980552058	pdhR
NC_016810.1	sRNA	2228847	2228931	+	2.56099e-4	3.16	NA	8.70061e-4	-2.21	0.010324549	0.09780572	cyar	-0.849124455	2.8226e-7	1.95845e-5	CyaR
NC_016810.1	CDS	3613924	3614625	-	0.001917385	3.16	NA	0.00476441	-0.22	0.827395288	0.935982837	rpsc	0.353386351	0.138951084	0.728685335	rpsC
NC_016810.1	CDS	1305044	1305892	+	9.7349e-4	3.16	NA	0.002684464	-1.02	0.257972873	0.563929036	sl1344_1201	NA	NA	NA	SL1344_1201
NC_016810.1	CDS	2855903	2857003	-	0.038245255	3.16	NA	0.059580691	-0.05	0.968973739	NA	sl1344_2666	NA	NA	NA	SL1344_2666
NC_016810.1	CDS	1487363	1488421	-	0.008846826	3.16	NA	0.017347472	0.43	0.701884258	0.879767968	rnfd	NA	NA	NA	rnfD
NC_016810.1	CDS	3091039	3091800	-	0.001009899	3.16	NA	0.002766258	1.49	0.112204199	0.381754474	sure	0.184351479	0.482420399	0.951670844	surE
NC_016810.1	CDS	847453	848271	-	0.001569185	3.16	NA	0.004019896	-0.18	0.850944331	0.944567385	sl1344_0761	NA	NA	NA	SL1344_0761
NC_016810.1	CDS	3982062	3982541	-	1.54029e-4	3.16	NA	5.75772e-4	1.95	0.019090293	0.139829663	cigr	-0.067386858	0.784543912	0.980552058	cigR
NC_016810.1	sRNA	3915175	3915452	-	0.002143759	3.16	NA	0.00523888	-1.5	0.112149641	0.381754474	ruf_290	NA	NA	NA	RUF_290
NC_016810.1	CDS	2900734	2901979	+	0.001082082	3.15	NA	0.002930164	-1.62	0.069944329	0.295639021	sl1344_2723	NA	NA	NA	SL1344_2723
NC_017718.1	CDS	68913	70067	-	0.002144447	3.15	NA	0.005239143	0.21	0.837339715	0.939147032	rci	NA	NA	NA	rci
NC_016810.1	CDS	48372	50411	-	0.002504371	3.15	NA	0.005957126	0.1	0.918485928	0.973037954	sl1344_0042	NA	NA	NA	SL1344_0042
NC_016810.1	CDS	4300459	4301181	+	0.003614163	3.15	NA	0.008093284	-0.24	0.813935556	0.929723915	sl1344_4017	-0.157239904	0.524838445	0.95898052600000006	SL1344_4017
NC_016810.1	CDS	1163465	1163860	-	8.47407e-4	3.15	NA	0.00239087	-1.46	0.098072165	0.358977116	sl1344_1061	-0.096971495	0.684580148	0.980552058	SL1344_1061
NC_016810.1	CDS	4784909	4785643	+	1.8963e-4	3.15	NA	6.78487e-4	0.99	0.235509086	0.539871397	sl1344_4441	NA	NA	NA	SL1344_4441
NC_016810.1	CDS	1720110	1720955	-	0.033751082	3.15	NA	0.053550529	-0.22	0.867893997	NA	sl1344_1600	NA	NA	NA	SL1344_1600
NC_016810.1	CDS	1360010	1360546	+	0.007052892	3.15	NA	0.014286344	-1.91	0.091655669	0.347208789	sl1344_1258	-0.048760596	0.852284431	0.988871448	SL1344_1258
NC_016810.1	CDS	4379028	4379990	+	0.001668057	3.15	NA	0.004224415	1.43	0.149105001	0.43841771	bira	NA	NA	NA	birA
NC_016810.1	CDS	3932121	3932930	-	9.21426e-4	3.14	NA	0.002567582	-2.92	7.32057e-4	0.021659908	rfaz	0.076578115	0.746388169	0.980552058	rfaZ
NC_016810.1	CDS	882942	883937	-	9.3355e-4	3.14	NA	0.002590961	-0.24	0.7885953	0.917714076	sl1344_0794	NA	NA	NA	SL1344_0794
NC_016810.1	sRNA	4481095	4481209	+	0.002006831	3.14	NA	0.004955275	0.23	0.807302909	0.926359147	styr-377	-0.089074297	0.71736677	0.980552058	StyR-377
NC_016810.1	CDS	822322	822708	-	0.023112567	3.14	NA	0.038945517	-1.76	0.202492441	0.503506821	sl1344_0736	NA	NA	NA	SL1344_0736
NC_016810.1	CDS	2495821	2497968	-	0.002786065	3.14	NA	0.00651213	0.46	0.66020478	0.856324062	sl1344_2357	0.076375732	0.747237464	0.980552058	SL1344_2357
NC_016810.1	CDS	4165857	4166597	-	4.15498e-4	3.14	NA	0.001309502	-0.18	0.836041115	0.939019546	hemd	-0.058799545	0.837635593	0.988871448	hemD
NC_017720.1	CDS	33259	33729	+	0.00284707	3.14	NA	0.006634093	-1.64	0.091754336	0.347348347	sl1344_p1_0036	NA	NA	NA	SL1344_P1_0036
NC_016810.1	CDS	4557453	4558790	-	6.79239e-4	3.14	NA	0.001988554	0.01	0.992884684	0.99799067	sl1344_4231	NA	NA	NA	SL1344_4231
NC_016810.1	CDS	610980	611702	-	0.091554087	3.14	NA	0.125313788	-0.69	0.682089718	NA	fimy	NA	NA	NA	fimY
NC_016810.1	CDS	2177743	2179146	-	8.23706e-4	3.14	NA	0.002335726	1.54	0.091171814	0.346648163	wcam	NA	NA	NA	wcaM
NC_016810.1	CDS	3446530	3447336	+	0.110350436	3.14	NA	0.146916743	-0.05	0.976731222	NA	sl1344_3229	NA	NA	NA	SL1344_3229
NC_016810.1	CDS	621298	621534	+	0.11359359	3.14	NA	0.150833827	0.78	0.682616927	NA	sl1344_0553	NA	NA	NA	SL1344_0553
NC_016810.1	CDS	1205807	1206367	-	1.47117e-4	3.13	NA	5.52914e-4	-2.02	0.012255452	0.107650107	sl1344_1101	-0.122436523	0.601128568	0.97404575	SL1344_1101
NC_016810.1	CDS	3900964	3901326	+	4.41885e-4	3.13	NA	0.001382521	-2.87	6.28704e-4	0.019827583	sl1344_3654	0.163560332	0.492733404	0.951670844	SL1344_3654
NC_016810.1	CDS	1134195	1134536	-	8.23644e-5	3.13	NA	3.38001e-4	-1.07	0.176168945	0.475374281	pipc	0.118042033	0.526877482	0.95931731	pipC
NC_016810.1	CDS	2475070	2476338	-	4.22314e-4	3.13	NA	0.001329605	0.68	0.432921992	0.705788724	folc	-0.150631297	0.439942904	0.951670844	folC
NC_016810.1	CDS	1698436	1698591	-	0.001047199	3.13	NA	0.002849392	0.5	0.591174737	0.816724303	sl1344_1579	NA	NA	NA	SL1344_1579
NC_016810.1	CDS	1781125	1781931	+	0.004916732	3.13	NA	0.010558628	0.21	0.840429589	0.940460188	trpa	NA	NA	NA	trpA
NC_016810.1	CDS	4383733	4384278	+	0.001156039	3.13	NA	0.003098803	1.83	0.056197182	0.261632981	nusg	0.13075198	0.550276663	0.962120616	nusG
NC_016810.1	CDS	2570263	2571102	-	0.03962537	3.13	NA	0.061401964	-1.65	0.208901817	0.512082725	eutj	NA	NA	NA	eutJ
NC_016810.1	CDS	3907227	3908882	+	0.029378617	3.13	NA	0.047575426	-0.72	0.55998212	NA	lctp	-0.035133487	0.904522584	0.990289457	lctP
NC_016810.1	CDS	1068076	1068873	+	0.012081665	3.13	NA	0.022543778	-1.49	0.172676114	0.471143203	sl1344_0961	NA	NA	NA	SL1344_0961
NC_016810.1	CDS	3673903	3674571	+	0.006001583	3.13	NA	0.012458983	0.34	0.754502981	0.903614939	yrfg	0.489324999	0.064392938	0.566657859	yrfG
NC_016810.1	CDS	4237037	4238446	-	9.20927e-4	3.13	NA	0.002566984	0.4	0.667546493	0.860058946	glna	-1.304876102	7.82279e-10	7.84018e-8	glnA
NC_016810.1	CDS	441345	442022	+	4.64061e-4	3.13	NA	0.001438924	-1.24	0.14554741400000001	0.432729333	arom	NA	NA	NA	aroM
NC_016810.1	CDS	4438004	4438945	-	0.003007889	3.13	NA	0.006953143	-0.94	0.336246534	0.632724998	sl1344_4130	NA	NA	NA	SL1344_4130
NC_016810.1	CDS	4861610	4861936	+	9.43368e-4	3.13	NA	0.002610179	0.9	0.337157153	0.633459132	trpr	NA	NA	NA	trpR
NC_016810.1	CDS	3757249	3758103	-	2.70199e-4	3.13	NA	9.10771e-4	1	0.2405361	0.545064337	rpoh	0.052812186	0.797603153	0.980552058	rpoH
NC_016810.1	sRNA	2311208	2311408	+	0.001999393	3.13	NA	0.004939611	-0.94	0.331058683	0.628750527	srna2	-0.195748709	0.363273029	0.92521963	sRNA2
NC_016810.1	sRNA	808314	808360	-	0.072710438	3.12	NA	0.103218155	-2.17	0.142221532	NA	slnc1001	NA	NA	NA	SLnc1001
NC_016810.1	CDS	3599942	3601231	+	9.18077e-4	3.12	NA	0.002561288	-0.03	0.972629614	0.989945591	fmu	NA	NA	NA	fmu
NC_016810.1	CDS	1223286	1224239	+	6.89719e-4	3.12	NA	0.002012051	-1.25	0.174198444	0.473275354	flgl	-0.448458847	0.008744649	0.188337843	flgL
NC_016810.1	CDS	656928	658538	+	0.035821819	3.12	NA	0.05631105	-0.28	0.83200762	NA	ente	NA	NA	NA	entE
NC_016810.1	CDS	583446	584807	+	0.020100345	3.12	NA	0.034686267	0.43	0.723763852	NA	allb	NA	NA	NA	allB
NC_016810.1	sRNA	751572	751684	+	0.077729288	3.12	NA	0.109055557	-1.83	0.229476431	NA	styr-358	NA	NA	NA	StyR-358
NC_016810.1	CDS	2761400	2762011	-	0.065222412	3.12	NA	0.094008655	-2.65	0.054668415	NA	sl1344_2581	NA	NA	NA	SL1344_2581
NC_016810.1	CDS	670742	672307	+	0.001730899	3.12	NA	0.00436719	-0.55	0.573128457	0.807107676	ahpf	NA	NA	NA	ahpF
